mrr,excess_aamr,Year,shortname
1.7173733888215312,9.3978603967947,2000,Infections
1.6802660016185085,9.1135322253094,2001,Infections
1.6602850219655505,9.2964073262311,2002,Infections
1.6120071997014302,8.6801985025704,2003,Infections
1.588308132286256,8.270528871381998,2004,Infections
1.581743260683088,8.191461919775799,2005,Infections
1.5395757247184307,7.642008825618301,2006,Infections
1.5100547469844314,7.1207697805501,2007,Infections
1.464766456545943,6.5667450274175,2008,Infections
1.4601362472714985,6.472952576364898,2009,Infections
1.4530088156003955,6.046648411457198,2010,Infections
1.4283975009449703,5.6818438397354,2011,Infections
1.4260597829688355,5.530223688485201,2012,Infections
1.4252291989484334,5.5728983069633,2013,Infections
1.3972342044661432,5.1789825432976,2014,Infections
1.417814310964423,5.372098831472801,2015,Infections
1.3933651658189832,4.929180802447,2016,Infections
1.3678856265205963,4.464500909720298,2017,Infections
1.375073906676324,4.381691759103001,2018,Infections
1.38974639209619,4.2711062025733,2019,Infections
1.3918290485525833,4.5023334284353,2020,Infections
1.3742343423031476,4.4004129846958016,2021,Infections
1.36280440656131,4.253713942579299,2022,Infections
1.4361211600380566,65.426198631354,2000,Neoplasms
1.429217449803321,63.34857790817301,2001,Neoplasms
1.4204876340699917,61.393266633443005,2002,Neoplasms
1.4095836010007592,58.88893821000602,2003,Neoplasms
1.4028764993594889,56.743485585576,2004,Neoplasms
1.4023162156670408,56.01268726208099,2005,Neoplasms
1.3863493805908915,53.183833366588,2006,Neoplasms
1.3859881425915617,52.20475100682302,2007,Neoplasms
1.3922043179771555,51.944577097701,2008,Neoplasms
1.3819473345708475,49.890486954918,2009,Neoplasms
1.3802700312776426,49.262315778920026,2010,Neoplasms
1.3729499352120913,47.356903513096995,2011,Neoplasms
1.3663975872883891,45.969053810478,2012,Neoplasms
1.359169902432903,44.233336561754015,2013,Neoplasms
1.353728842635462,43.08459664083999,2014,Neoplasms
1.351422325202496,42.051513241516986,2015,Neoplasms
1.3367613497892317,39.743112968934014,2016,Neoplasms
1.3334665165543176,38.419579323538,2017,Neoplasms
1.326730048475238,36.834875868991986,2018,Neoplasms
1.3287885522291565,36.155590088508006,2019,Neoplasms
1.3205922475191207,34.91218421248999,2020,Neoplasms
1.2948647132535611,32.336273234979984,2021,Neoplasms
1.2858710399301885,30.932263476358003,2022,Neoplasms
1.0330382055121925,0.08112915346545035,2000,Blood-related
1.0278008561568526,0.06858030498935008,2001,Blood-related
1.0473361879492331,0.11531221782077994,2002,Blood-related
1.0961852708502209,0.22198384583892983,2003,Blood-related
1.098905599681841,0.22237142387656972,2004,Blood-related
1.073553108867604,0.16870015240187008,2005,Blood-related
1.022250644333815,0.04848734746623995,2006,Blood-related
1.073987679916795,0.16619155011605002,2007,Blood-related
1.058886076360268,0.1320148199185498,2008,Blood-related
1.0761384004507375,0.1632784007415502,2009,Blood-related
1.073236198440627,0.15421073220345027,2010,Blood-related
1.091953087917574,0.1999979303095301,2011,Blood-related
1.0706510358433132,0.1564505771958702,2012,Blood-related
1.1044578460949566,0.2188221218617397,2013,Blood-related
1.0795935677287387,0.1750498265103202,2014,Blood-related
1.114186185550271,0.2422687965997401,2015,Blood-related
1.0629991222620696,0.13725640618089985,2016,Blood-related
1.084580130119864,0.17859871436690966,2017,Blood-related
1.1004458324138524,0.2080245757680399,2018,Blood-related
1.1342602825684602,0.2687576214683798,2019,Blood-related
1.1433868103119131,0.3007142580565101,2020,Blood-related
1.0661793065873644,0.14983914828497014,2021,Blood-related
1.0865408871793265,0.19552012268811003,2022,Blood-related
1.2285804937431597,5.477515751962297,2000,Endocrine and Metabolic
1.243437802666988,5.8212429493109,2001,Endocrine and Metabolic
1.2574830083799051,6.206407336109098,2002,Endocrine and Metabolic
1.303818858683249,7.167657514361899,2003,Endocrine and Metabolic
1.3195605687752547,7.277414415720699,2004,Endocrine and Metabolic
1.3265284797809576,7.533068666952801,2005,Endocrine and Metabolic
1.352275613288752,7.685291837949197,2006,Endocrine and Metabolic
1.371343407084251,7.831709790373903,2007,Endocrine and Metabolic
1.36738967930616,7.592532689321203,2008,Endocrine and Metabolic
1.4034330471295198,7.9658275903437,2009,Endocrine and Metabolic
1.4224908755924328,8.1699359264199,2010,Endocrine and Metabolic
1.415964777168324,8.417982064263303,2011,Endocrine and Metabolic
1.442442830920893,8.7126654708293,2012,Endocrine and Metabolic
1.450444051905201,8.9803806315993,2013,Endocrine and Metabolic
1.4708434485619828,9.4452087570859,2014,Endocrine and Metabolic
1.4785199323714444,9.8289914551797,2015,Endocrine and Metabolic
1.4902194244906688,10.0385267640191,2016,Endocrine and Metabolic
1.5185643361282806,10.8201434017871,2017,Endocrine and Metabolic
1.5373742802751382,11.2909025946637,2018,Endocrine and Metabolic
1.5631290518337562,12.053349514720004,2019,Endocrine and Metabolic
1.5509109252090598,13.673155098327502,2020,Endocrine and Metabolic
1.5180917935891225,13.6000267224581,2021,Endocrine and Metabolic
1.5207358856524615,13.3226660947612,2022,Endocrine and Metabolic
1.5837878354646031,3.69409248038404,2000,Mental Health
1.5233137461213395,3.60692726121866,2001,Mental Health
1.5070275738560726,3.73568538082904,2002,Mental Health
1.4649140587601834,3.68689224091744,2003,Mental Health
1.4692369250329107,3.7695919485731295,2004,Mental Health
1.410881107645657,3.738020809247299,2005,Mental Health
1.3522740211156965,4.025879239391299,2006,Mental Health
1.2588162933069422,2.8104134188220993,2007,Mental Health
1.2148383397589968,2.6436384080924995,2008,Mental Health
1.1964348583219235,2.4250050793056985,2009,Mental Health
1.2031246383184473,2.7422339494756987,2010,Mental Health
1.1640554916666566,2.450064385081001,2011,Mental Health
1.1308485632602785,2.104719031028697,2012,Mental Health
1.136099681384385,2.2476582005407018,2013,Mental Health
1.1602067911554117,2.5020588358261993,2014,Mental Health
1.2055015107354912,2.8266156889571015,2015,Mental Health
1.2550144540718595,3.3798054126671,2016,Mental Health
1.2546814095587318,3.398197253778699,2017,Mental Health
1.2523942533862509,3.338295892609601,2018,Mental Health
1.266700117125824,3.479355434236,2019,Mental Health
1.3012484321684654,4.393390390395002,2020,Mental Health
1.3309909724201612,4.699451382065499,2021,Mental Health
1.338961697320582,4.741339261122802,2022,Mental Health
1.257270923415146,4.612693797638897,2000,Neurological
1.2448317539636178,4.503384501358699,2001,Neurological
1.2245462395933242,4.287895431154798,2002,Neurological
1.216352475548672,4.283574143735699,2003,Neurological
1.1996693155410976,3.9385951317876966,2004,Neurological
1.2101389121867467,4.3223647701322,2005,Neurological
1.2207507613386483,4.513558723693798,2006,Neurological
1.1983846167351906,4.153637554074901,2007,Neurological
1.198544873955102,4.3325627538063,2008,Neurological
1.221433764911051,4.6319584850227,2009,Neurological
1.2165887745757322,4.6526431834498005,2010,Neurological
1.2111367287736396,4.5701424032579006,2011,Neurological
1.217292854989979,4.6532700751248015,2012,Neurological
1.2286723492386165,4.973118495173601,2013,Neurological
1.2015210231036453,4.652580777511698,2014,Neurological
1.189559747413543,4.8095747819999985,2015,Neurological
1.182477429554103,4.7963378968056,2016,Neurological
1.171562438477949,4.719568631983698,2017,Neurological
1.186101356376996,5.160884221991498,2018,Neurological
1.1840205671682495,5.202928595336402,2019,Neurological
1.153438675825434,4.818613396167599,2020,Neurological
1.1221253180501076,3.8642993397103993,2021,Neurological
1.1295852759381078,4.155439521211498,2022,Neurological
1.2647450120399653,0.0079152119676414,2000,Eye and Adnexa
0.2941413195826426,-0.02004408056498466,2001,Eye and Adnexa
1.3831732702918025,0.01225940913312089,2002,Eye and Adnexa
5.4999293560459845,0.02102136142189984,2003,Eye and Adnexa
1.1568808731228704,0.0036003501479712,2004,Eye and Adnexa
0.8998628704867823,-0.00274584929059399,2005,Eye and Adnexa
1.328001554854178,0.00898658099997469,2006,Eye and Adnexa
1.0453046868322142,8.044565527874983e-4,2007,Eye and Adnexa
0.6130473623196472,-0.01586931677296089,2008,Eye and Adnexa
1.3539571254191354,0.0053953119585957,2009,Eye and Adnexa
1.9281281017789005,0.0176999666083197,2010,Eye and Adnexa
0.9278892517170104,-0.00148278460742419,2011,Eye and Adnexa
1.0292653579943882,8.932573616677979e-4,2012,Eye and Adnexa
1.4341021321537004,0.0100748074311636,2013,Eye and Adnexa
2.403471765601887,0.01264848702694882,2014,Eye and Adnexa
2.2502582028879674,0.0174933335049501,2015,Eye and Adnexa
1.0708584268900108,0.001311780184494,2016,Eye and Adnexa
1.3918243938454116,0.0076962849146633,2017,Eye and Adnexa
0.8470913958070445,-0.0044937534524483,2018,Eye and Adnexa
1.623008306112111,0.01741050518775659,2019,Eye and Adnexa
2.065241486552715,0.0105533215348051,2020,Eye and Adnexa
0.8524611054529481,-0.0038268312659286,2021,Eye and Adnexa
1.190791719714795,0.0045709180265265,2022,Eye and Adnexa
1.8599440787783936,0.0255466242971345,2000,Ear and Mastoid
0.6712704150504119,-0.0178076470301041,2001,Ear and Mastoid
1.14995746806106,0.0073192943437956,2002,Ear and Mastoid
1.1311136259660812,0.00439007954438859,2003,Ear and Mastoid
0.7064573861015477,-0.0140888643986463,2004,Ear and Mastoid
1.1890747491338125,0.00877205077700479,2005,Ear and Mastoid
1.1616387384992133,0.0064273322003469,2006,Ear and Mastoid
0.6136025049035698,-0.0198918022164975,2007,Ear and Mastoid
0.8576969975844894,-0.00753050255569409,2008,Ear and Mastoid
1.4673940927633309,0.0146869450984014,2009,Ear and Mastoid
0.9814582878434852,-6.86657542761801e-4,2010,Ear and Mastoid
1.4820054795936954,0.01667487849999889,2011,Ear and Mastoid
0.8920902739089785,-0.0047378555388608,2012,Ear and Mastoid
1.1751287237479553,0.0049267465041296,2013,Ear and Mastoid
1.4408859443647584,0.01110217207256659,2014,Ear and Mastoid
1.647249922186541,0.0226650734854381,2015,Ear and Mastoid
0.863813508273957,-0.00514465038545639,2016,Ear and Mastoid
0.9418919594311016,-0.0019238510239148,2017,Ear and Mastoid
0.5574172796693402,-0.01935179327581879,2018,Ear and Mastoid
1.2017154788991755,0.0071069300391675,2019,Ear and Mastoid
1.7997946395686504,0.0209319415933712,2020,Ear and Mastoid
1.5315656314624706,0.0157824836104903,2021,Ear and Mastoid
1.6178751846290975,0.0160080185893323,2022,Ear and Mastoid
1.6817676205653287,115.195782330819,2000,Circulatory
1.6601517607514842,107.851027870615,2001,Circulatory
1.660684348535017,105.071691534164,2002,Circulatory
1.6662860729032598,101.728702119482,2003,Circulatory
1.6587958450302756,94.645088942799,2004,Circulatory
1.6594163696442177,91.565723601225,2005,Circulatory
1.674785334535606,88.32911029525698,2006,Circulatory
1.6809630508611817,84.745030927681,2007,Circulatory
1.6736170531439485,81.82565734658301,2008,Circulatory
1.6956186702497695,80.28612076485699,2009,Circulatory
1.7038161141151629,78.94726063084401,2010,Circulatory
1.7026735288204211,76.85206157520498,2011,Circulatory
1.7084896506559817,75.71944947865701,2012,Circulatory
1.7311485206463788,77.366189865147,2013,Circulatory
1.730144635074797,76.58344456370001,2014,Circulatory
1.712824843282981,75.921874497481,2015,Circulatory
1.7273892263135366,76.45904451407701,2016,Circulatory
1.7352815362849052,76.674509016941,2017,Circulatory
1.7555482413225487,77.50886217931,2018,Circulatory
1.757998011622508,76.853791308733,2019,Circulatory
1.7794465285064591,83.248220625722,2020,Circulatory
1.732766628863857,80.96474430556,2021,Circulatory
1.7289734474939094,78.876798243461,2022,Circulatory
1.4738700438148258,22.8664929969342,2000,Respiratory
1.4421948567378668,21.0215502892368,2001,Respiratory
1.4371196037297038,20.73826033360901,2002,Respiratory
1.4092533505315763,19.459312538471004,2003,Respiratory
1.4099004049385109,18.630758199373695,2004,Respiratory
1.3886765700075117,18.336098913709897,2005,Respiratory
1.381679864081509,16.941383489886498,2006,Respiratory
1.3850763157801131,16.757175166295305,2007,Respiratory
1.3481372925929915,16.285474551076504,2008,Respiratory
1.3203211343725023,14.705338461944905,2009,Respiratory
1.3438431594481066,15.147139685608003,2010,Respiratory
1.3168071059316289,14.289910938414302,2011,Respiratory
1.3069305681501686,13.4481533105876,2012,Respiratory
1.2996315768859743,13.601784042646798,2013,Respiratory
1.2955776953715077,13.182020963319296,2014,Respiratory
1.278027269290461,12.5903555212388,2015,Respiratory
1.2815509413523796,12.496418530636497,2016,Respiratory
1.258554382861008,11.6588580190839,2017,Respiratory
1.2816446534099395,12.477096483988902,2018,Respiratory
1.2736425768622166,11.522385885456195,2019,Respiratory
1.318942839649592,13.177747461305998,2020,Respiratory
1.3011255888105069,11.7432069500371,2021,Respiratory
1.2641792606219766,10.6018846521685,2022,Respiratory
1.5576590717219152,10.5517442112183,2000,Digestive
1.5307431100226925,10.1509703280696,2001,Digestive
1.5391283416392434,10.220497355849002,2002,Digestive
1.5434510769751677,10.276931577434,2003,Digestive
1.5206632198263532,9.5861487558399,2004,Digestive
1.5357678034427582,9.728308231718898,2005,Digestive
1.5153560886185515,9.3029061738952,2006,Digestive
1.540577641001414,9.6961019735378,2007,Digestive
1.5358856790573712,9.6758740426067,2008,Digestive
1.5314387331520714,9.2809697700799,2009,Digestive
1.550193860773366,9.6085092673619,2010,Digestive
1.522011574509388,9.2870270669839,2011,Digestive
1.5363634237524142,9.493001720641502,2012,Digestive
1.5420836071608144,9.660599650237,2013,Digestive
1.516075946379324,9.3801552553266,2014,Digestive
1.4943006307145872,9.2599986964131,2015,Digestive
1.497122476425508,9.246771778874898,2016,Digestive
1.4898024231470222,9.138240724984405,2017,Digestive
1.5040300686798025,9.401931584465402,2018,Digestive
1.4831777142447082,9.284498760830502,2019,Digestive
1.4993983843838947,10.6299148278394,2020,Digestive
1.469355314317337,10.920036556760405,2021,Digestive
1.4498541840990429,10.2142343766653,2022,Digestive
0.9198847312294876,-0.06956935505248607,2000,"Skin and Subcutaneous
Tissue"
0.971641192425115,-0.02405745850346397,2001,"Skin and Subcutaneous
Tissue"
0.9846305300143918,-0.01337223203281101,2002,"Skin and Subcutaneous
Tissue"
0.898458839979912,-0.10083758591249305,2003,"Skin and Subcutaneous
Tissue"
0.8934318500867208,-0.106438231859856,2004,"Skin and Subcutaneous
Tissue"
0.9846871094591064,-0.01440524107026797,2005,"Skin and Subcutaneous
Tissue"
0.9880543402879658,-0.01049240762432102,2006,"Skin and Subcutaneous
Tissue"
1.056887031965913,0.04865737814162807,2007,"Skin and Subcutaneous
Tissue"
1.001907649945611,0.00167097341904898,2008,"Skin and Subcutaneous
Tissue"
1.0189861838199563,0.01662632400117503,2009,"Skin and Subcutaneous
Tissue"
1.1145570915392855,0.09200199106032192,2010,"Skin and Subcutaneous
Tissue"
1.028222588423733,0.02403807169778205,2011,"Skin and Subcutaneous
Tissue"
1.068431995291783,0.05583051006777095,2012,"Skin and Subcutaneous
Tissue"
1.0653678265183752,0.05592867661442402,2013,"Skin and Subcutaneous
Tissue"
1.0477255942421064,0.04157967728022305,2014,"Skin and Subcutaneous
Tissue"
1.069127535902858,0.06217977123821194,2015,"Skin and Subcutaneous
Tissue"
1.04190155531574,0.03905311132202405,2016,"Skin and Subcutaneous
Tissue"
1.06257183100443,0.05791683236121003,2017,"Skin and Subcutaneous
Tissue"
1.0530914258480142,0.05118972651489906,2018,"Skin and Subcutaneous
Tissue"
1.1573145747664564,0.14355507020684,2019,"Skin and Subcutaneous
Tissue"
1.082691229913583,0.0842352725881601,2020,"Skin and Subcutaneous
Tissue"
1.0988298535820773,0.11261923303337996,2021,"Skin and Subcutaneous
Tissue"
1.0477337090501395,0.06296485395132989,2022,"Skin and Subcutaneous
Tissue"
0.6222548574380593,-1.6276403622168505,2000,"MSK and Connective
Tissue"
0.6154726626789606,-1.6600965549225997,2001,"MSK and Connective
Tissue"
0.6190391336533411,-1.6329396910106606,2002,"MSK and Connective
Tissue"
0.6302835851531267,-1.5820823510857598,2003,"MSK and Connective
Tissue"
0.6170458724395902,-1.6041379553157804,2004,"MSK and Connective
Tissue"
0.6297403350376658,-1.5222961570853002,2005,"MSK and Connective
Tissue"
0.6143889193868076,-1.54660916481179,2006,"MSK and Connective
Tissue"
0.6398821350257001,-1.38555792354784,2007,"MSK and Connective
Tissue"
0.6498021426751466,-1.31331479445667,2008,"MSK and Connective
Tissue"
0.6491591105056862,-1.24747800863446,2009,"MSK and Connective
Tissue"
0.670241126391667,-1.1426803537589398,2010,"MSK and Connective
Tissue"
0.6858832275734765,-1.0779523083552798,2011,"MSK and Connective
Tissue"
0.6949375324895694,-1.0318170954049195,2012,"MSK and Connective
Tissue"
0.691930398470367,-1.01434579788208,2013,"MSK and Connective
Tissue"
0.7252239142642778,-0.8681409923530401,2014,"MSK and Connective
Tissue"
0.7352163710267584,-0.8322836380543599,2015,"MSK and Connective
Tissue"
0.7479527499628239,-0.7972474577583002,2016,"MSK and Connective
Tissue"
0.7979521400927211,-0.60268384626487,2017,"MSK and Connective
Tissue"
0.7937144525216144,-0.6055795806691,2018,"MSK and Connective
Tissue"
0.8328639155755527,-0.5006058300765401,2019,"MSK and Connective
Tissue"
0.8475132625502978,-0.47097841158310993,2020,"MSK and Connective
Tissue"
0.8744157933787872,-0.4014750903852997,2021,"MSK and Connective
Tissue"
0.9217845437372194,-0.24153327402948,2022,"MSK and Connective
Tissue"
1.2788607720388812,3.1638028039426,2000,Genitourinary
1.25656204745441,3.0037535709723997,2001,Genitourinary
1.277405899971912,3.230522054442801,2002,Genitourinary
1.2815143918901064,3.3293002812098997,2003,Genitourinary
1.269969078964274,3.1677773147804995,2004,Genitourinary
1.2653525293137626,3.1617937808034,2005,Genitourinary
1.2712362892133604,3.2108583924986007,2006,Genitourinary
1.2492027242483212,2.9787030972099995,2007,Genitourinary
1.2852108977374772,3.256194383586699,2008,Genitourinary
1.2634217875827471,3.0069259775369996,2009,Genitourinary
1.2907997349126736,3.3072564492603007,2010,Genitourinary
1.2701364775657382,2.8084766050597008,2011,Genitourinary
1.2840013261479344,2.9227371623807006,2012,Genitourinary
1.253622793279228,2.6757508038464,2013,Genitourinary
1.263127559129788,2.796027044865699,2014,Genitourinary
1.2806955204651564,3.0715549907188997,2015,Genitourinary
1.2695930118430403,2.9742399355339,2016,Genitourinary
1.2807039027139948,3.073918789670701,2017,Genitourinary
1.3087746030238565,3.360300760215699,2018,Genitourinary
1.2970707319497807,3.2100650013102,2019,Genitourinary
1.3051958181876793,3.4246291216672,2020,Genitourinary
1.273683761175794,3.265457559236399,2021,Genitourinary
1.2621600830719075,3.1123943525618003,2022,Genitourinary
1.243508723798729,1.1260102538887606,2000,Perinatal
1.250554476608599,1.08156462067606,2001,Perinatal
1.2427503506263748,1.0964666264644896,2002,Perinatal
1.2650145474314056,1.1884610603206802,2003,Perinatal
1.2626160053961228,1.156280305507,2004,Perinatal
1.2316407254513233,1.0575496832028095,2005,Perinatal
1.2205287044805369,0.99665794200581,2006,Perinatal
1.2321590081813465,1.02821920491854,2007,Perinatal
1.2625626648010324,1.10172721447596,2008,Perinatal
1.2435185763547194,0.9985956584017996,2009,Perinatal
1.2235981671649132,0.86733287308873,2010,Perinatal
1.1905549382370937,0.7354846114501603,2011,Perinatal
1.223700182571676,0.85474507572901,2012,Perinatal
1.1961514900736752,0.7688987628696502,2013,Perinatal
1.2370833502960448,0.8964513463519497,2014,Perinatal
1.1887949423822708,0.7144469060748397,2015,Perinatal
1.2016729997803903,0.74449815160611,2016,Perinatal
1.2574667510698074,0.9034282539921494,2017,Perinatal
1.2615061068898663,0.90436162574726,2018,Perinatal
1.235299280212108,0.8138135073387902,2019,Perinatal
1.2077354705960888,0.6844522620345597,2020,Perinatal
1.177373315183256,0.6138522105448203,2021,Perinatal
1.2069940507359476,0.7307741262989396,2022,Perinatal
1.1083293325810986,0.38572590510217,2000,Congentinal
1.1246672851804629,0.4199216004248898,2001,Congentinal
1.0955603570974604,0.3351193608691201,2002,Congentinal
1.1103759621791902,0.3739598915017299,2003,Congentinal
1.0923366695015946,0.3126035860305003,2004,Congentinal
1.1194982471637502,0.39266299641385993,2005,Congentinal
1.1514062301258807,0.49117125701040987,2006,Congentinal
1.1119119391557004,0.3614487261227297,2007,Congentinal
1.1170402069599363,0.3688848956950599,2008,Congentinal
1.1173655642615206,0.36001268157254973,2009,Congentinal
1.0651197440479148,0.20097321991477024,2010,Congentinal
1.1144899166842226,0.34014367142953983,2011,Congentinal
1.122683886400734,0.36162482202448,2012,Congentinal
1.1330967177532527,0.3851832392460297,2013,Congentinal
1.0879551752769965,0.25915306055454,2014,Congentinal
1.142312857057206,0.41987400467923974,2015,Congentinal
1.087188298534236,0.2647327684568501,2016,Congentinal
1.1191144861600562,0.34722116105827006,2017,Congentinal
1.1140910417495338,0.33130269033424,2018,Congentinal
1.1047349816933227,0.3048494352500999,2019,Congentinal
1.1150206479954277,0.32758191201213993,2020,Congentinal
1.074098227160529,0.22092212648795015,2021,Congentinal
1.07980800535816,0.2438321273931701,2022,Congentinal
2.744948512046852,46.994058781604295,2000,External causes
2.7297999721041273,47.835334664482104,2001,External causes
2.684729328148294,48.720572354406805,2002,External causes
2.659845449427395,48.5449747586742,2003,External causes
2.5947850877979137,47.8347995658858,2004,External causes
2.653025584465006,49.987694428930496,2005,External causes
2.6402680271593524,50.6761572801113,2006,External causes
2.6190587582425993,50.5109439901789,2007,External causes
2.6319929682154215,49.5860636093183,2008,External causes
2.566369973592814,46.7751632353048,2009,External causes
2.5181803677049808,46.1609882621594,2010,External causes
2.505149394415548,46.973828319129,2011,External causes
2.5009869876624133,47.0064872810035,2012,External causes
2.481286971605624,46.6771882799289,2013,External causes
2.4822942133376533,47.705704926872095,2014,External causes
2.5188284655105746,51.44536339802819,2015,External causes
2.565855525527955,57.00352595692,2016,External causes
2.576610733494774,59.6599074662958,2017,External causes
2.5972352573228457,58.9003996185216,2018,External causes
2.6496461817197865,61.01841700446911,2019,External causes
2.7334802111858685,71.7133454457583,2020,External causes
2.6783178672309593,77.100308979399,2021,External causes
2.700035774774065,76.49112675285491,2022,External causes
