gender,year,age_group,pop,total,ratio,pct
Male,2000,1-4,7861716,15370150,0.9550629913367514,51.15
Male,2000,10-14,10520197,20528072,0.9513011020611116,51.25
Male,2000,15-19,10391004,20219890,0.945903398747609,51.39
Male,2000,20-24,9687814,18964001,0.9575108481645085,51.09
Male,2000,25-29,9798760,19381336,0.9779376165963857,50.56
Male,2000,30-34,10321769,20510388,0.9871000794534348,50.32
Male,2000,35-39,11318696,22706664,1.0061201396344597,49.85
Male,2000,40-44,11129102,22441863,1.0165025893373967,49.59
Male,2000,45-49,9889506,20092404,1.0316893482849396,49.22
Male,2000,5-9,10523277,20549505,0.9527667094575197,51.21
Male,2000,50-54,8607724,17585548,1.042996267073619,48.95
Male,2000,55-59,6508729,13469237,1.0694112475722988,48.32
Male,2000,60-64,5136627,10805447,1.1036074840551982,47.54
Male,2000,65-69,4400362,9533545,1.1665365258585543,46.16
Male,2000,70-74,3902912,8857441,1.2694441996130068,44.06
Male,2000,75-79,3044456,7415813,1.4358417398707684,41.05
Male,2000,80-84,1834897,4945367,1.6951741705392729,37.1
Male,2000,< 1,1949017,3805648,0.9525986689700501,51.21
Male,2001,1-4,7817023,15285559,0.9554194736282597,51.14
Male,2001,10-14,10747209,20978678,0.9520117269516206,51.23
Male,2001,15-19,10547387,20456284,0.9394646275897528,51.56
Male,2001,20-24,10080336,19757286,0.9599828815229968,51.02
Male,2001,25-29,9516234,18819347,0.9776044809322679,50.57
Male,2001,30-34,10388245,20652175,0.9880331085760877,50.3
Male,2001,35-39,11094408,22235918,1.0042455622688475,49.89
Male,2001,40-44,11314915,22815834,1.016438833168433,49.59
Male,2001,45-49,10193034,20698983,1.030698906723945,49.24
Male,2001,5-9,10329064,20173362,0.9530677707099113,51.2
Male,2001,50-54,9146153,18687285,1.0431852605133547,48.94
Male,2001,55-59,6759579,13968975,1.0665451206354715,48.39
Male,2001,60-64,5302150,11136320,1.1003404279396094,47.61
Male,2001,65-69,4427615,9562233,1.1596803245087932,46.3
Male,2001,70-74,3913438,8821946,1.2542700305971373,44.36
Male,2001,75-79,3077254,7455413,1.422748658381791,41.28
Male,2001,80-84,1926631,5138205,1.6669377789519633,37.5
Male,2001,< 1,2049753,4012658,0.9576300168849613,51.08
Male,2002,1-4,7913020,15477731,0.955982797970939,51.13
Male,2002,10-14,10889999,21261421,0.9523804363985708,51.22
Male,2002,15-19,10628491,20610370,0.9391623890917347,51.57
Male,2002,20-24,10327520,20243765,0.9601767897810898,51.02
Male,2002,25-29,9442754,18691340,0.9794373548225443,50.52
Male,2002,30-34,10388113,20658306,0.9886485639884741,50.29
Male,2002,35-39,10847772,21751218,1.0051322981345847,49.87
Male,2002,40-44,11353422,22889431,1.0160821116311893,49.6
Male,2002,45-49,10466497,21252288,1.0305062906911453,49.25
Male,2002,5-9,10172682,19872417,0.9535081308940946,51.19
Male,2002,50-54,9168094,18739906,1.0440351069698892,48.92
Male,2002,55-59,7341077,15143067,1.0627854741204867,48.48
Male,2002,60-64,5508597,11560265,1.098586082808381,47.65
Male,2002,65-69,4474667,9638481,1.1540107900766694,46.43
Male,2002,70-74,3897210,8750054,1.2452097782772804,44.54
Male,2002,75-79,3101769,7470461,1.4084517576905309,41.52
Male,2002,80-84,1998991,5294403,1.6485376872632242,37.76
Male,2002,< 1,2018522,3951461,0.9576011556970893,51.08
Male,2003,1-4,7979882,15616575,0.956993223709323,51.1
Male,2003,10-14,10970478,21415353,0.9520893255517217,51.23
Male,2003,15-19,10710599,20797166,0.9417369654115517,51.5
Male,2003,20-24,10497965,20591688,0.9614932989393659,50.98
Male,2003,25-29,9464481,18771585,0.9833718298974873,50.42
Male,2003,30-34,10278392,20472210,0.991771670121163,50.21
Male,2003,35-39,10604058,21264159,1.0052850521941694,49.87
Male,2003,40-44,11343445,22890047,1.0179096385621829,49.56
Male,2003,45-49,10705411,21722676,1.0291305023226105,49.28
Male,2003,5-9,10039604,19620851,0.9543451116199404,51.17
Male,2003,50-54,9337624,19097278,1.0451967224210357,48.9
Male,2003,55-59,7672601,15814557,1.0611728669326086,48.52
Male,2003,60-64,5816925,12194388,1.096363284725177,47.7
Male,2003,65-69,4577090,9830796,1.1478266759010638,46.56
Male,2003,70-74,3875623,8670119,1.2370903981114778,44.7
Male,2003,75-79,3131860,7497842,1.3940540126314713,41.77
Male,2003,80-84,2051421,5398596,1.6316372894691047,38
Male,2003,< 1,2033237,3975871,0.9554390363740184,51.14
Male,2004,1-4,8058452,15771627,0.9571534334385811,51.09
Male,2004,10-14,10967974,21411680,0.9522001055071794,51.22
Male,2004,15-19,10859759,21102552,0.943187873690383,51.46
Male,2004,20-24,10654919,20845560,0.9564259474896055,51.11
Male,2004,25-29,9627975,19107055,0.9845351696488618,50.39
Male,2004,30-34,10118356,20159501,0.992369214919894,50.19
Male,2004,35-39,10421329,20874649,1.0030697620236344,49.92
Male,2004,40-44,11363212,22925626,1.0175304306564024,49.57
Male,2004,45-49,10880756,22065262,1.027916258759961,49.31
Male,2004,5-9,9951006,19454237,0.9550020369799798,51.15
Male,2004,50-54,9565045,19564668,1.045433973389566,48.89
Male,2004,55-59,8059227,16607176,1.0606412997177024,48.53
Male,2004,60-64,6060330,12698128,1.095286560302822,47.73
Male,2004,65-69,4703011,10073429,1.1419105760118358,46.69
Male,2004,70-74,3854159,8594104,1.229826013924179,44.85
Male,2004,75-79,3140080,7461399,1.3761811800973223,42.08
Male,2004,80-84,2111081,5528504,1.6188024050237768,38.19
Male,2004,< 1,2052042,4014258,0.9562260421570319,51.12
Male,2005,1-4,8127884,15913007,0.9578289995280445,51.08
Male,2005,10-14,10864197,21212579,0.9525215715436677,51.22
Male,2005,15-19,11051425,21486214,0.944203032640587,51.43
Male,2005,20-24,10737149,20959955,0.9520968741329752,51.23
Male,2005,25-29,9822166,19534710,0.9888393252567713,50.28
Male,2005,30-34,9888783,19723937,0.9945767846255702,50.14
Male,2005,35-39,10387033,20798653,1.0023670859618912,49.94
Male,2005,40-44,11253162,22706885,1.0178226350958068,49.56
Male,2005,45-49,11060083,22417171,1.0268537767754546,49.34
Male,2005,5-9,9915167,19389067,0.9554957571566873,51.14
Male,2005,50-54,9821292,20078733,1.0444085157024148,48.91
Male,2005,55-59,8495361,17503220,1.0603268065947993,48.54
Male,2005,60-64,6277726,13138277,1.0928401462567816,47.78
Male,2005,65-69,4809127,10278627,1.1373166065275464,46.79
Male,2005,70-74,3874001,8603070,1.2207196126175497,45.03
Male,2005,75-79,3164353,7463609,1.3586524638686013,42.4
Male,2005,80-84,2156614,5611193,1.6018531828134288,38.43
Male,2005,< 1,2047711,4004393,0.9555459730401409,51.14
Male,2006,1-4,8122053,15897145,0.9572816134048867,51.09
Male,2006,10-14,10771194,21033138,0.9527211189400172,51.21
Male,2006,15-19,11210416,21807709,0.9453077388029133,51.41
Male,2006,20-24,10797351,21036135,0.9482681446588149,51.33
Male,2006,25-29,10095589,20110011,0.9919601521020716,50.2
Male,2006,30-34,9673250,19285168,0.9936596283565503,50.16
Male,2006,35-39,10451785,20941233,1.0036034993065779,49.91
Male,2006,40-44,11064405,22302568,1.0157042335308586,49.61
Male,2006,45-49,11209831,22715286,1.0263718516363003,49.35
Male,2006,5-9,9989515,19544688,0.9565202114416966,51.11
Male,2006,50-54,10064753,20570873,1.043852740350409,48.93
Male,2006,55-59,8923795,18396860,1.061551167412519,48.51
Male,2006,60-64,6474264,13533253,1.0903152852586795,47.84
Male,2006,65-69,4943999,10553201,1.1345475595767718,46.85
Male,2006,70-74,3908390,8649826,1.2131430077346426,45.18
Male,2006,75-79,3177898,7447034,1.3433835824812501,42.67
Male,2006,80-84,2184568,5648117,1.5854617480435491,38.68
Male,2006,< 1,2065819,4041738,0.9564821506627638,51.11
Male,2007,1-4,8164877,15977965,0.9569143540068026,51.1
Male,2007,10-14,10670960,20841042,0.9530615802139639,51.2
Male,2007,15-19,11336490,22067816,0.9466180449151369,51.37
Male,2007,20-24,10807836,21077999,0.9502515582212757,51.28
Male,2007,25-29,10313439,20542698,0.9918378341113958,50.2
Male,2007,30-34,9611431,19170765,0.9945796832958589,50.14
Male,2007,35-39,10461052,20963891,1.0039945313339422,49.9
Male,2007,40-44,10833176,21832339,1.0153220994471057,49.62
Male,2007,45-49,11257548,22799761,1.0252865899394787,49.38
Male,2007,5-9,10073928,19714611,0.9569934389048641,51.1
Male,2007,50-54,10344429,21140178,1.0436292810361982,48.93
Male,2007,55-59,8945299,18454772,1.0630693283701305,48.47
Male,2007,60-64,7034464,14673662,1.0859673174814741,47.94
Male,2007,65-69,5145430,10970235,1.1320346404479316,46.9
Male,2007,70-74,3957495,8728492,1.2055598301450792,45.34
Male,2007,75-79,3175139,7400363,1.3307209542637346,42.91
Male,2007,80-84,2217809,5687076,1.564276725362734,39
Male,2007,< 1,2120816,4147997,0.955849540931415,51.13
Male,2008,1-4,8247098,16138392,0.9568570665705682,51.1
Male,2008,10-14,10598181,20706655,0.9537932971705239,51.18
Male,2008,15-19,11405732,22210880,0.9473436689552236,51.35
Male,2008,20-24,10841046,21180612,0.9537424709755866,51.18
Male,2008,25-29,10509136,20902668,0.988999666575825,50.28
Male,2008,30-34,9678926,19304805,0.9945193299339203,50.14
Male,2008,35-39,10379654,20817463,1.0056027879156666,49.86
Male,2008,40-44,10617099,21375023,1.0132639810554653,49.67
Male,2008,45-49,11263990,22820973,1.0260114755073468,49.36
Male,2008,5-9,10181114,19929602,0.9575070075828637,51.09
Male,2008,50-54,10598921,21639474,1.0416676376774578,48.98
Male,2008,55-59,9112330,18814568,1.0647373394071549,48.43
Male,2008,60-64,7362970,15342495,1.0837372690639782,47.99
Male,2008,65-69,5446439,11594347,1.128794061587764,46.97
Male,2008,70-74,4054996,8911332,1.1976179507945262,45.5
Male,2008,75-79,3167246,7345743,1.3192840088834275,43.12
Male,2008,80-84,2252413,5730359,1.5440978186504872,39.31
Male,2008,< 1,2109846,4132735,0.9587851435602409,51.05
Male,2009,1-4,8297671,16240931,0.9572878943983197,51.09
Male,2009,10-14,10571832,20660564,0.954303095244041,51.17
Male,2009,15-19,11388239,22192810,0.9487481778350454,51.31
Male,2009,20-24,10924709,21384122,0.9574088426520102,51.09
Male,2009,25-29,10611357,21078228,0.9863838338489601,50.34
Male,2009,30-34,9844555,19645114,0.9955309305499335,50.11
Male,2009,35-39,10215627,20507796,1.0074926384841576,49.81
Male,2009,40-44,10430574,20980015,1.0113960171319432,49.72
Male,2009,45-49,11285671,22862245,1.0257763140534577,49.36
Male,2009,5-9,10307755,20182499,0.9579917256473403,51.07
Male,2009,50-54,10783563,22004843,1.040591129295577,49.01
Male,2009,55-59,9334386,19280603,1.065545928784175,48.41
Male,2009,60-64,7741673,16124997,1.0828827309032556,48.01
Male,2009,65-69,5684499,12092377,1.1272546621962638,47.01
Male,2009,70-74,4173443,9140722,1.1902112955657955,45.66
Male,2009,75-79,3159284,7295064,1.3090877553268399,43.31
Male,2009,80-84,2272851,5727711,1.5200556481705136,39.68
Male,2009,< 1,2044418,4003587,0.9583015802052223,51.06
Male,2010,1-4,8305151,16257209,0.9574850595732697,51.09
Male,2010,10-14,10579862,20677194,0.9543916546359489,51.17
Male,2010,15-19,11303666,22040343,0.9498402553649409,51.29
Male,2010,20-24,11014176,21585999,0.9598378489684567,51.02
Male,2010,25-29,10635591,21101849,0.9840786468753828,50.4
Male,2010,30-34,9996500,19962099,0.9969088180863303,50.08
Male,2010,35-39,10042022,20179642,1.0095197959136117,49.76
Male,2010,40-44,10393977,20890964,1.009910547233268,49.75
Male,2010,45-49,11209085,22708591,1.0259094297170555,49.36
Male,2010,5-9,10389638,20348657,0.9585530313953191,51.06
Male,2010,50-54,10933274,22298125,1.0394737203147018,49.03
Male,2010,55-59,9523648,19664805,1.0648395446786778,48.43
Male,2010,60-64,8077500,16817924,1.0820704425874341,48.03
Male,2010,65-69,5852547,12435263,1.1247608947010592,47.06
Male,2010,70-74,4243972,9278166,1.1861986836859433,45.74
Male,2010,75-79,3182388,7317795,1.2994666269480655,43.49
Male,2010,80-84,2294374,5743327,1.5032217938313457,39.95
Male,2010,< 1,2014276,3944153,0.9580995851611199,51.07
Male,2011,1-4,8255790,16165521,0.9580828727474899,51.07
Male,2011,10-14,10587030,20704852,0.9556808661163707,51.13
Male,2011,15-19,11118946,21644043,0.9465912506455199,51.37
Male,2011,20-24,11312700,22153832,0.9583151679086337,51.06
Male,2011,25-29,10761515,21279794,0.977397606192065,50.57
Male,2011,30-34,10282648,20510704,0.9946908617313361,50.13
Male,2011,35-39,9761311,19594309,1.0073439930353618,49.82
Male,2011,40-44,10462159,21033645,1.0104497551604787,49.74
Male,2011,45-49,10952701,22158005,1.0230630782306573,49.43
Male,2011,5-9,10384187,20334196,0.9581885418665901,51.07
Male,2011,50-54,11066546,22560198,1.0385943364804158,49.05
Male,2011,55-59,9816051,20255548,1.0635129136961492,48.46
Male,2011,60-64,8542154,17806592,1.0845552538621992,47.97
Male,2011,65-69,6071930,12873788,1.12021350707271,47.17
Male,2011,70-74,4404383,9607950,1.1814519763608207,45.84
Male,2011,75-79,3232738,7388687,1.285581757630838,43.75
Male,2011,80-84,2340295,5786543,1.4725699110582213,40.44
Male,2011,< 1,2043710,3996537,0.9555303834692789,51.14
Male,2012,1-4,8199397,16056267,0.9582253426684914,51.07
Male,2012,10-14,10567214,20669218,0.9559760973895295,51.13
Male,2012,15-19,10962861,21360702,0.9484605341616572,51.32
Male,2012,20-24,11549456,22583203,0.9553477670290271,51.14
Male,2012,25-29,10844886,21398326,0.9731259507937658,50.68
Male,2012,30-34,10493906,20910995,0.9926798467605866,50.18
Male,2012,35-39,9714613,19488199,1.0060705454761811,49.85
Male,2012,40-44,10458994,21028221,1.0105395413746294,49.74
Male,2012,45-49,10726625,21689479,1.0220226772167387,49.46
Male,2012,5-9,10459193,20475536,0.9576592572677453,51.08
Male,2012,50-54,11080245,22579259,1.0377942003989984,49.07
Male,2012,55-59,10068409,20772517,1.0631379793967448,48.47
Male,2012,60-64,8534485,17813685,1.0872595124368958,47.91
Male,2012,65-69,6606856,13977353,1.1155831154788298,47.27
Male,2012,70-74,4596006,10008039,1.1775513347893802,45.92
Male,2012,75-79,3291452,7489583,1.2754647492960554,43.95
Male,2012,80-84,2356698,5783051,1.4538786895902658,40.75
Male,2012,< 1,2016738,3943077,0.9551756351097663,51.15
Male,2013,1-4,8135691,15926305,0.9575847951944094,51.08
Male,2013,10-14,10552523,20650454,0.9569210131074815,51.1
Male,2013,15-19,10846190,21158964,0.9508199653518885,51.26
Male,2013,20-24,11678965,22795438,0.9518371705026943,51.23
Male,2013,25-29,10959879,21580198,0.9690179061283432,50.79
Male,2013,30-34,10681612,21264389,0.9907471831030747,50.23
Male,2013,35-39,9785269,19603770,1.0033961253390173,49.92
Male,2013,40-44,10359992,20848920,1.0124455694560381,49.69
Male,2013,45-49,10498118,21208306,1.0202007636035335,49.5
Male,2013,5-9,10508974,20570581,0.9574300022057339,51.09
Male,2013,50-54,11070966,22559226,1.037692645790801,49.08
Male,2013,55-59,10282382,21194430,1.0612373669836426,48.51
Male,2013,60-64,8674373,18122001,1.0891424659741977,47.87
Male,2013,65-69,6913190,14608717,1.113165846736456,47.32
Male,2013,70-74,4884452,10608049,1.1717992110476263,46.04
Male,2013,75-79,3390347,7677881,1.2646298446737163,44.16
Male,2013,80-84,2370170,5768638,1.4338498926237357,41.09
Male,2013,< 1,2016727,3941783,0.9545446656885141,51.16
Male,2014,1-4,8137871,15928533,0.9573341725372644,51.09
Male,2014,10-14,10551219,20671506,0.959158084009061,51.04
Male,2014,15-19,10784023,21067647,0.9535981145440806,51.19
Male,2014,20-24,11739427,22912174,0.951728478740913,51.24
Male,2014,25-29,11161389,21987938,0.9700001496229547,50.76
Male,2014,30-34,10808825,21528566,0.9917582160873175,50.21
Male,2014,35-39,9939836,19921650,1.0042232085116898,49.89
Male,2014,40-44,10219393,20591483,1.0149418854916334,49.63
Male,2014,45-49,10347463,20888042,1.0186631254443723,49.54
Male,2014,5-9,10478429,20519566,0.9582674082154873,51.07
Male,2014,50-54,11077581,22570809,1.037521458881682,49.08
Male,2014,55-59,10443988,21511449,1.0596968322828406,48.55
Male,2014,60-64,8877894,18566132,1.0912766023113138,47.82
Male,2014,65-69,7249106,15325266,1.114090482329821,47.3
Male,2014,70-74,5099939,11073024,1.1712071458109596,46.06
Male,2014,75-79,3511566,7922324,1.2560658122330608,44.32
Male,2014,80-84,2381812,5760366,1.4184805517815848,41.35
Male,2014,< 1,2017857,3948350,0.9567045633065178,51.11
Male,2015,1-4,8142467,15929243,0.9563165561493833,51.12
Male,2015,10-14,10520388,20622330,0.9602252312367187,51.01
Male,2015,15-19,10797867,21108903,0.9549141511003979,51.15
Male,2015,20-24,11667854,22739313,0.9488856305538277,51.31
Male,2015,25-29,11409399,22461554,0.9686886224243714,50.8
Male,2015,30-34,10889739,21675648,0.9904653362215569,50.24
Male,2015,35-39,10173424,20374585,1.0027264173792423,49.93
Male,2015,40-44,10030153,20215198,1.0154426358202113,49.62
Male,2015,45-49,10334929,20853844,1.0178023477471398,49.56
Male,2015,5-9,10459132,20487176,0.9587835778341836,51.05
Male,2015,50-54,10963847,22334317,1.0370876207958757,49.09
Male,2015,55-59,10597567,21807942,1.0578253480256365,48.59
Male,2015,60-64,9117180,19069877,1.0916420428246454,47.81
Male,2015,65-69,7596190,16067468,1.1152009099298463,47.28
Male,2015,70-74,5296158,11483049,1.1681847482646854,46.12
Male,2015,75-79,3610906,8123833,1.2498046196716281,44.45
Male,2015,80-84,2412665,5799341,1.4037075184495154,41.6
Male,2015,< 1,2035134,3978038,0.9546811168208088,51.16
Male,2016,1-4,8156375,15956892,0.9563705690334248,51.12
Male,2016,10-14,10518732,20618233,0.9601443405916227,51.02
Male,2016,15-19,10801846,21129999,0.9561470326460866,51.12
Male,2016,20-24,11491065,22381028,0.9476896179770978,51.34
Male,2016,25-29,11631474,22890884,0.9680123086721425,50.81
Male,2016,30-34,10968264,21786359,0.9863087722906743,50.34
Male,2016,35-39,10376442,20773905,1.0020258389147263,49.95
Male,2016,40-44,9776321,19696251,1.014689472655409,49.64
Male,2016,45-49,10375955,20947623,1.0188621673860383,49.53
Male,2016,5-9,10429923,20429799,0.9587679602236757,51.05
Male,2016,50-54,10730184,21839056,1.0352918458807416,49.13
Male,2016,55-59,10683406,21980108,1.0574064114010082,48.6
Male,2016,60-64,9315632,19483036,1.0914346981503777,47.81
Male,2016,65-69,7936919,16820083,1.1192206950833188,47.19
Male,2016,70-74,5454190,11810247,1.165353058841001,46.18
Male,2016,75-79,3723619,8367895,1.2472479058679204,44.5
Male,2016,80-84,2453255,5865639,1.3909618038075944,41.82
Male,2016,< 1,2030478,3970145,0.9552760482999569,51.14
Male,2017,1-4,8180818,15999565,0.9557414674180503,51.13
Male,2017,10-14,10605072,20778454,0.9592940057361232,51.04
Male,2017,15-19,10800491,21131660,0.9565462347961773,51.11
Male,2017,20-24,11349142,22118635,0.9489257425803642,51.31
Male,2017,25-29,11902230,23370460,0.9635362448885629,50.93
Male,2017,30-34,11089131,21972212,0.9814187423703444,50.47
Male,2017,35-39,10615985,21231997,1.000002543334415,50
Male,2017,40-44,9753115,19643373,1.0140614562629477,49.65
Male,2017,45-49,10386175,20973858,1.0194015602471556,49.52
Male,2017,5-9,10368141,20304238,0.9583296562035566,51.06
Male,2017,50-54,10520182,21401094,1.0342893307359131,49.16
Male,2017,55-59,10700520,22007956,1.0567183650887995,48.62
Male,2017,60-64,9557283,19987702,1.091358182027256,47.82
Male,2017,65-69,7929868,16836381,1.1231603098563558,47.1
Male,2017,70-74,5947272,12847065,1.1601609948225002,46.29
Male,2017,75-79,3898816,8741261,1.2420296315599402,44.6
Male,2017,80-84,2509059,5965290,1.3775008877830295,42.06
Male,2017,< 1,2015150,3939295,0.954839590104955,51.16
Male,2018,1-4,8163697,15962067,0.9552498090019754,51.14
Male,2018,10-14,10658840,20879527,0.958892993984336,51.05
Male,2018,15-19,10774908,21097221,0.9579954650192837,51.07
Male,2018,20-24,11201547,21873579,0.9527284043891437,51.21
Male,2018,25-29,12018838,23561756,0.9604021620060109,51.01
Male,2018,30-34,11191871,22136018,0.9778657205752282,50.56
Male,2018,35-39,10790190,21563587,0.9984436789342912,50.04
Male,2018,40-44,9797410,19714301,1.0121951617825526,49.7
Male,2018,45-49,10263995,20747135,1.0213508482808107,49.47
Male,2018,5-9,10315990,20195642,0.9577027507781609,51.08
Male,2018,50-54,10277207,20884564,1.032124486740415,49.21
Male,2018,55-59,10669327,21940985,1.056454451157041,48.63
Male,2018,60-64,9729536,20331651,1.0896835162540126,47.85
Male,2018,65-69,8034813,17086893,1.126607426955674,47.02
Male,2018,70-74,6211272,13405423,1.1582411782964905,46.33
Male,2018,75-79,4144674,9267066,1.235897443321236,44.72
Male,2018,80-84,2590366,6127308,1.3654217203283243,42.28
Male,2018,< 1,1968505,3848208,0.9548886083601514,51.15
Male,2019,1-4,8074090,15793631,0.9560880545052136,51.12
Male,2019,10-14,10618261,20798268,0.9587263865523743,51.05
Male,2019,15-19,10745607,21054570,0.9593653480906197,51.04
Male,2019,20-24,11064752,21632940,0.9551219946005116,51.15
Male,2019,25-29,12004570,23509016,0.9583388659485512,51.06
Male,2019,30-34,11354610,22431305,0.975524038254066,50.62
Male,2019,35-39,10884941,21737521,0.9970269935317059,50.07
Male,2019,40-44,9907139,19921623,1.0108351159704128,49.73
Male,2019,45-49,10085355,20397751,1.022511949257116,49.44
Male,2019,5-9,10322762,20195895,0.9564429558678191,51.11
Male,2019,50-54,10086611,20477151,1.0301319243896687,49.26
Male,2019,55-59,10642489,21877391,1.0556648919251879,48.65
Male,2019,60-64,9856730,20571146,1.0870152677409242,47.92
Male,2019,65-69,8199773,17455001,1.128717587669805,46.98
Male,2019,70-74,6499806,14028432,1.1582847241902297,46.33
Male,2019,75-79,4318499,9652665,1.2351898194256847,44.74
Male,2019,80-84,2679724,6317207,1.3574095690451704,42.42
Male,2019,< 1,1935117,3783052,0.9549474269514453,51.15
Male,2020,1-4,7953016,15566282,0.9572803575398314,51.09
Male,2020,10-14,10594968,20754423,0.9588943543765305,51.05
Male,2020,15-19,10694597,20960929,0.9599550127975837,51.02
Male,2020,20-24,11032846,21594755,0.9573150028560173,51.09
Male,2020,25-29,11875126,23231243,0.9562944426863345,51.12
Male,2020,30-34,11569253,22838403,0.9740602958548836,50.66
Male,2020,35-39,10937588,21828304,0.9957145944791485,50.11
Male,2020,40-44,10108280,20307888,1.009034969351858,49.78
Male,2020,45-49,9872904,19970606,1.0227691872624305,49.44
Male,2020,5-9,10346753,20237711,0.9559480157688117,51.13
Male,2020,50-54,10051788,20395527,1.029044683393641,49.28
Male,2020,55-59,10511928,21603099,1.0551034025347206,48.66
Male,2020,60-64,9977506,20800578,1.084747230420107,47.97
Male,2020,65-69,8390351,17873667,1.1302645145596413,46.94
Male,2020,70-74,6793189,14675731,1.1603595895830368,46.29
Male,2020,75-79,4473684,9986833,1.2323510109341653,44.8
Male,2020,80-84,2749591,6464714,1.3511547717460524,42.53
Male,2020,< 1,1908141,3735010,0.9574077596990999,51.09
Male,2021,1-4,7802850,15262845,0.9560602856648532,51.12
Male,2021,10-14,10988223,21447784,0.9518883080549057,51.23
Male,2021,15-19,11022976,21564666,0.9563379254386474,51.12
Male,2021,20-24,10973238,21523997,0.9614991491116842,50.98
Male,2021,25-29,11379058,22392477,0.9678673753134925,50.82
Male,2021,30-34,11674304,23102628,0.9789297931594038,50.53
Male,2021,35-39,11263833,22299318,0.9797273272783785,50.51
Male,2021,40-44,10593780,21104536,0.9921629484471076,50.2
Male,2021,45-49,9875757,19781510,1.003037336783398,49.92
Male,2021,5-9,10376158,20291548,0.9555935829041925,51.14
Male,2021,50-54,10436202,20906926,1.0033079083750966,49.92
Male,2021,55-59,10630059,21567314,1.0288988047949688,49.29
Male,2021,60-64,10333259,21235750,1.055087364015554,48.66
Male,2021,65-69,8748213,18394320,1.1026374186362404,47.56
Male,2021,70-74,7120873,15271802,1.1446530502650447,46.63
Male,2021,75-79,4472410,9904769,1.2146379692380618,45.15
Male,2021,80-84,2696104,6301306,1.3371895149445274,42.79
Male,2021,< 1,1821502,3564493,0.956897659184563,51.1
Male,2022,1-4,7592228,14855240,0.9566377616689067,51.11
Male,2022,10-14,10701853,20889839,0.9519833621336418,51.23
Male,2022,15-19,11082043,21635792,0.9523288260115937,51.22
Male,2022,20-24,11601988,22705779,0.9570593418989918,51.1
Male,2022,25-29,11352742,22193164,0.9548725761582533,51.15
Male,2022,30-34,11836820,23308136,0.9691214363317174,50.78
Male,2022,35-39,11302300,22267949,0.9702139387558285,50.76
Male,2022,40-44,10817889,21427416,0.9807391257203693,50.49
Male,2022,45-49,9844989,19624098,0.9933082708370725,50.17
Male,2022,5-9,10231946,20009195,0.955561043813171,51.14
Male,2022,50-54,10434641,20807547,0.9940836488768516,50.15
Male,2022,55-59,10373923,20967014,1.0211268196226249,49.48
Male,2022,60-64,10297980,21118423,1.0507345129821577,48.76
Male,2022,65-69,8873901,18631422,1.0995751473900826,47.63
Male,2022,70-74,7036771,15157017,1.1539733210019198,46.43
Male,2022,75-79,4909686,10861000,1.212157763245959,45.2
Male,2022,80-84,2825159,6659545,1.3572283896233805,42.42
Male,2022,< 1,1882867,3683113,0.9561195772192088,51.12
